session_id,fan_id,match_id,session_seconds,pages_viewed,device,converted_to_purchase,timestamp
S014843,F00282,M006,87,"team_profile, fan_zone",mobile,False,2026-06-12
S014844,F05438,M015,5,"fan_zone, merch_store, home, highlights",mobile,False,2026-06-22
S014845,F04241,M040,99,"match_schedule, home, ticket_checkout, account",mobile,False,2026-06-21
S014846,F00186,M015,554,"team_profile, ticket_checkout, home",mobile,True,2026-06-14
S014847,F05976,M040,94,"fan_zone, account, ticket_checkout",desktop,False,2026-06-26
S014848,F03167,M012,189,live_scores,mobile,False,2026-06-19
S014849,F04271,M012,5,"highlights, fan_zone, home, account, ticket_checkout",mobile,False,2026-06-12
S014850,F00353,M001,624,highlights,tablet,False,2026-06-11
S014851,F03736,M025,328,"fan_zone, team_profile",mobile,False,2026-06-20
S014852,F05823,M041,286,highlights,mobile,False,2026-07-04
S014853,F05951,M040,12,"live_scores, highlights",mobile,False,2026-07-02
S014854,F02318,M029,130,"match_schedule, home, live_scores, team_profile, account",tablet,False,2026-06-28
S014855,F00724,M009,490,"team_profile, ticket_checkout, live_scores, home",mobile,False,2026-06-17
S014856,F01200,M046,80,"merch_store, home, highlights, team_profile, live_scores",mobile,False,2026-06-28
S014857,F00472,M016,11,fan_zone,desktop,False,2026-06-12
S014858,F04981,M007,508,"merch_store, account, home",desktop,False,2026-06-10
S014859,F04579,M037,33,"fan_zone, team_profile, home",mobile,False,2026-06-21
S014860,F04704,M026,43,"team_profile, match_schedule, live_scores, merch_store",mobile,False,2026-06-15
S014861,F05704,M024,458,"account, ticket_checkout, highlights, home",mobile,False,2026-06-25
S014862,F00904,M043,34,"ticket_checkout, live_scores",mobile,False,2026-06-27
S014863,F01659,M048,82,"account, match_schedule",mobile,False,2026-06-29
S014864,F01149,M045,154,team_profile,mobile,False,2026-06-25
S014865,F00806,M030,160,"home, fan_zone, ticket_checkout, merch_store, account",tablet,False,2026-06-23
S014866,F02607,M024,113,match_schedule,desktop,True,2026-06-17
S014867,F04207,M034,89,"fan_zone, merch_store",mobile,False,2026-06-28
S014868,F01116,M047,36,"fan_zone, account, home, team_profile, match_schedule",mobile,False,2026-06-29
S014869,F04322,M012,22,"highlights, account, match_schedule, home, team_profile",tablet,False,2026-06-13
S014870,F04221,M032,76,live_scores,mobile,False,2026-06-25
S014871,F05809,M045,273,"home, merch_store, live_scores",mobile,True,2026-06-30
S014872,F02186,M016,301,"account, highlights, team_profile",desktop,False,2026-06-21
S014873,F05952,M012,180,"home, live_scores, account, merch_store",mobile,False,2026-06-09
S014874,F03027,M027,10,"highlights, match_schedule, ticket_checkout",tablet,False,2026-06-28
S014875,F05073,M023,140,live_scores,mobile,False,2026-06-18
S014876,F01265,M033,254,"ticket_checkout, account, fan_zone, live_scores",mobile,False,2026-06-28
S014877,F05358,M025,37,fan_zone,tablet,False,2026-06-22
S014878,F02375,M043,53,"merch_store, team_profile, match_schedule",mobile,True,2026-06-25
S014879,F00730,M023,29,"match_schedule, team_profile, merch_store, highlights, live_scores",mobile,False,2026-06-24
S014880,F01514,M041,177,merch_store,mobile,False,2026-07-04
S014881,F05296,M010,131,"fan_zone, home, match_schedule, team_profile, account",mobile,False,2026-06-07
S014882,F02112,M030,378,"merch_store, account, home, team_profile, highlights",mobile,False,2026-06-26
S014883,F05524,M029,118,"ticket_checkout, match_schedule",mobile,False,2026-06-24
S014884,F00836,M046,118,"highlights, merch_store, ticket_checkout",mobile,False,2026-06-28
S014885,F00410,M036,44,"home, highlights, live_scores, merch_store, team_profile",desktop,False,2026-06-23
S014886,F01463,M038,280,"merch_store, home, team_profile",mobile,False,2026-06-30
S014887,F01756,M008,227,"match_schedule, highlights, home, live_scores, team_profile",mobile,False,2026-06-07
S014888,F00910,M010,72,"highlights, home, account, match_schedule, live_scores",desktop,False,2026-06-19
S014889,F04465,M018,102,"fan_zone, match_schedule",mobile,False,2026-06-12
S014890,F00916,M004,388,"live_scores, highlights, fan_zone",mobile,False,2026-06-05
S014891,F04863,M015,157,merch_store,mobile,False,2026-06-12
S014892,F01818,M047,170,"home, account, team_profile",mobile,False,2026-07-05
S014893,F04984,M046,276,live_scores,mobile,False,2026-07-06
S014894,F05270,M026,67,"home, ticket_checkout, live_scores, match_schedule, fan_zone",mobile,False,2026-06-22
S014895,F02207,M021,171,"home, merch_store, ticket_checkout, match_schedule, highlights",mobile,False,2026-06-25
S014896,F05419,M011,435,"live_scores, fan_zone, home",mobile,False,2026-06-08
S014897,F02066,M028,71,"merch_store, match_schedule, highlights, fan_zone, account",desktop,False,2026-06-21
S014898,F01065,M013,512,"fan_zone, merch_store",mobile,False,2026-06-12
S014899,F03842,M033,28,"home, account, fan_zone, team_profile",mobile,False,2026-06-21
S014900,F00014,M022,18,"merch_store, fan_zone, home",mobile,False,2026-06-21
S014901,F00360,M016,158,"live_scores, ticket_checkout, team_profile",mobile,False,2026-06-15
S014902,F05059,M032,272,"highlights, match_schedule, live_scores",mobile,False,2026-06-30
S014903,F05400,M036,5,"ticket_checkout, highlights, live_scores, merch_store",mobile,False,2026-06-23
S014904,F05116,M024,290,"team_profile, fan_zone, account, home",desktop,False,2026-06-16
S014905,F05995,M023,384,"team_profile, match_schedule, live_scores, highlights, merch_store",tablet,True,2026-06-20
S014906,F04420,M016,32,"merch_store, account, ticket_checkout, fan_zone, match_schedule",mobile,False,2026-06-14
S014907,F05045,M034,7,"account, home, ticket_checkout, match_schedule",mobile,False,2026-06-19
S014908,F04309,M039,6,"highlights, ticket_checkout, live_scores",desktop,False,2026-06-25
S014909,F00040,M048,216,"highlights, fan_zone, live_scores, team_profile, merch_store",desktop,False,2026-07-07
S014910,F05514,M039,75,"ticket_checkout, match_schedule, merch_store",tablet,False,2026-07-01
S014911,F03723,M002,403,"highlights, match_schedule, ticket_checkout",mobile,False,2026-06-02
S014912,F05564,M015,146,"ticket_checkout, merch_store, home, match_schedule",mobile,False,2026-06-14
S014913,F04509,M003,5,"team_profile, match_schedule, account, ticket_checkout",mobile,False,2026-06-06
S014914,F01603,M019,132,"match_schedule, highlights, live_scores",mobile,True,2026-06-17
S014915,F00710,M032,136,"home, ticket_checkout",mobile,True,2026-06-18
S014916,F02982,M003,59,"live_scores, ticket_checkout, home, account",mobile,False,2026-06-10
S014917,F04226,M048,45,"account, highlights",desktop,False,2026-07-04
S014918,F04115,M025,11,"merch_store, fan_zone, home, match_schedule",mobile,False,2026-06-25
S014919,F02185,M021,254,"match_schedule, account, team_profile",mobile,False,2026-06-13
S014920,F05958,M014,89,"account, team_profile, ticket_checkout, live_scores, home",mobile,False,2026-06-17
S014921,F04261,M048,16,"fan_zone, highlights, account, team_profile",mobile,False,2026-07-01
S014922,F03493,M040,48,"home, match_schedule, account, merch_store",desktop,False,2026-06-29
S014923,F04383,M003,287,"highlights, home, team_profile, merch_store",mobile,False,2026-06-07
S014924,F03587,M037,259,"ticket_checkout, fan_zone, team_profile",desktop,False,2026-06-24
S014925,F03152,M040,182,"match_schedule, highlights, ticket_checkout",mobile,False,2026-07-01
S014926,F02099,M022,300,"team_profile, match_schedule, live_scores",mobile,False,2026-06-14
S014927,F02001,M037,137,"merch_store, account",mobile,False,2026-06-21
S014928,F04838,M025,350,"team_profile, home, match_schedule, account, highlights",mobile,False,2026-06-21
S014929,F04630,M043,77,"team_profile, fan_zone",mobile,False,2026-07-05
S014930,F00428,M024,707,home,desktop,False,2026-06-20
S014931,F04580,M024,223,"merch_store, account",mobile,False,2026-06-20
S014932,F03103,M016,140,"highlights, fan_zone, home",mobile,False,2026-06-16
S014933,F01781,M022,141,"account, live_scores, ticket_checkout, home",desktop,False,2026-06-13
S014934,F00874,M040,71,"home, live_scores",mobile,False,2026-06-23
S014935,F05515,M026,61,home,mobile,False,2026-06-24
S014936,F01618,M017,17,"fan_zone, merch_store",mobile,False,2026-06-21
S014937,F00383,M005,38,"merch_store, live_scores",mobile,False,2026-06-05
S014938,F04850,M002,50,"fan_zone, home, highlights, match_schedule",mobile,False,2026-06-10
S014939,F02588,M038,66,"account, fan_zone, match_schedule, live_scores, highlights",desktop,False,2026-06-28
S014940,F05361,M018,61,"fan_zone, merch_store, match_schedule, home",mobile,False,2026-06-20
S014941,F03782,M016,340,"match_schedule, home, fan_zone",desktop,False,2026-06-21
S014942,F04946,M039,441,"team_profile, live_scores, fan_zone, merch_store",tablet,False,2026-06-24
S014943,F05384,M004,267,"team_profile, merch_store, account, live_scores, ticket_checkout",mobile,False,2026-06-03
S014944,F02571,M039,415,"ticket_checkout, match_schedule, merch_store",tablet,False,2026-06-22
S014945,F00747,M001,129,"ticket_checkout, fan_zone, home, live_scores",mobile,False,2026-06-13
S014946,F02799,M033,25,home,desktop,False,2026-06-18
S014947,F04597,M022,226,"home, merch_store, ticket_checkout, match_schedule",mobile,False,2026-06-18
S014948,F05999,M009,405,team_profile,mobile,False,2026-06-09
S014949,F02125,M033,184,"live_scores, home, merch_store",mobile,False,2026-06-19
S014950,F00503,M022,306,"home, match_schedule, team_profile",mobile,False,2026-06-24
S014951,F04940,M040,116,"ticket_checkout, team_profile, home, match_schedule",mobile,False,2026-06-28
S014952,F02584,M029,124,"account, match_schedule, team_profile",mobile,False,2026-06-18
S014953,F05302,M026,124,"match_schedule, merch_store, highlights, account",mobile,False,2026-06-21
S014954,F01431,M037,39,"home, live_scores, match_schedule, team_profile, highlights",mobile,True,2026-06-21
S014955,F01052,M027,30,"live_scores, ticket_checkout, home, account, merch_store",mobile,False,2026-06-25
S014956,F05112,M010,446,match_schedule,mobile,False,2026-06-12
S014957,F01490,M004,5,merch_store,mobile,False,2026-06-14
S014958,F00869,M039,772,merch_store,mobile,True,2026-07-04
S014959,F05410,M039,158,"highlights, fan_zone, match_schedule, home",mobile,False,2026-07-03
S014960,F04502,M043,25,team_profile,mobile,False,2026-07-06
S014961,F02959,M004,159,"home, live_scores, merch_store, team_profile",mobile,False,2026-06-12
S014962,F01808,M041,57,account,mobile,False,2026-06-27
S014963,F02031,M021,193,"account, match_schedule, ticket_checkout, home",mobile,False,2026-06-16
S014964,F05536,M019,729,"account, fan_zone, ticket_checkout",mobile,False,2026-06-19
S014965,F02619,M014,30,"merch_store, match_schedule, team_profile",desktop,False,2026-06-20
S014966,F01734,M016,60,"fan_zone, account, merch_store, ticket_checkout, home",mobile,False,2026-06-13
S014967,F02168,M033,16,ticket_checkout,mobile,False,2026-06-22
S014968,F03052,M019,584,"merch_store, match_schedule",mobile,False,2026-06-18
S014969,F00995,M028,110,"account, match_schedule, fan_zone",mobile,True,2026-06-18
S014970,F00120,M012,55,home,tablet,True,2026-06-20
S014971,F03801,M007,257,"team_profile, account, fan_zone, home, match_schedule",mobile,False,2026-06-06
S014972,F03704,M015,227,account,desktop,False,2026-06-18
S014973,F03800,M017,109,"fan_zone, home, highlights, merch_store",desktop,False,2026-06-23
S014974,F05312,M019,214,"live_scores, highlights, home",mobile,False,2026-06-13
S014975,F01452,M027,67,"ticket_checkout, merch_store",desktop,False,2026-06-22
S014976,F05752,M030,215,"ticket_checkout, merch_store, home, fan_zone, highlights",mobile,False,2026-06-20
S014977,F05536,M010,178,"home, live_scores, ticket_checkout",mobile,False,2026-06-14
S014978,F03713,M016,74,"ticket_checkout, home, merch_store",tablet,False,2026-06-15
S014979,F04864,M047,90,"fan_zone, match_schedule, account, merch_store, ticket_checkout",desktop,False,2026-06-29
S014980,F03921,M013,17,"live_scores, match_schedule, merch_store",desktop,False,2026-06-17
S014981,F04374,M042,175,"highlights, live_scores, team_profile, home",desktop,False,2026-06-25
S014982,F03433,M045,22,"highlights, team_profile, merch_store",desktop,False,2026-06-28
S014983,F01482,M030,214,"match_schedule, home, merch_store",mobile,False,2026-06-25
S014984,F01189,M012,5,"account, live_scores, ticket_checkout",mobile,False,2026-06-18
S014985,F02059,M029,5,"home, highlights, account",mobile,False,2026-06-26
S014986,F01807,M006,17,"ticket_checkout, live_scores, merch_store, match_schedule",mobile,False,2026-06-12
S014987,F00081,M012,8,"home, highlights, live_scores, team_profile",mobile,False,2026-06-16
S014988,F05852,M017,245,"merch_store, fan_zone, team_profile, live_scores",mobile,False,2026-06-10
S014989,F01642,M042,76,fan_zone,desktop,False,2026-06-27
S014990,F05651,M007,185,"team_profile, account",mobile,False,2026-06-10
S014991,F02475,M002,441,"match_schedule, team_profile, fan_zone",tablet,False,2026-06-08
S014992,F03398,M043,5,"account, merch_store, team_profile, home",mobile,True,2026-06-29
S014993,F04709,M010,91,"live_scores, match_schedule",tablet,True,2026-06-17
S014994,F03635,M001,28,"highlights, fan_zone, team_profile, live_scores, account",mobile,False,2026-06-15
S014995,F05878,M032,472,live_scores,desktop,False,2026-06-19
S014996,F00560,M042,186,"team_profile, live_scores, home",mobile,False,2026-06-27
S014997,F04838,M033,165,"home, live_scores, team_profile, ticket_checkout",desktop,False,2026-06-19
S014998,F00422,M033,35,"fan_zone, live_scores",desktop,False,2026-06-23
S014999,F04122,M012,341,fan_zone,mobile,False,2026-06-19
S015000,F02889,M035,154,"highlights, home, fan_zone, live_scores, ticket_checkout",mobile,False,2026-06-26
S015001,F03642,M016,56,"highlights, merch_store, home, team_profile",mobile,False,2026-06-22
S015002,F03950,M034,300,highlights,mobile,False,2026-06-30
S015003,F02275,M013,54,"match_schedule, fan_zone, ticket_checkout, team_profile, home",mobile,False,2026-06-12
S015004,F01969,M045,45,"match_schedule, live_scores",mobile,False,2026-07-06
S015005,F05126,M017,31,highlights,mobile,False,2026-06-10
S015006,F01624,M030,449,team_profile,tablet,False,2026-06-27
S015007,F02496,M018,81,"merch_store, highlights, live_scores, team_profile",desktop,False,2026-06-22
S015008,F03611,M024,348,"merch_store, live_scores, ticket_checkout, fan_zone",desktop,False,2026-06-14
S015009,F02927,M010,5,home,desktop,False,2026-06-17
S015010,F02187,M037,172,ticket_checkout,mobile,False,2026-06-26
S015011,F04714,M014,319,"fan_zone, team_profile",mobile,False,2026-06-11
S015012,F00385,M009,37,"team_profile, fan_zone, highlights",mobile,False,2026-06-06
S015013,F00969,M029,477,"match_schedule, team_profile",mobile,False,2026-06-17
S015014,F00167,M040,89,"merch_store, home",mobile,False,2026-06-30
S015015,F03517,M034,193,"highlights, account, merch_store",tablet,False,2026-06-26
S015016,F04135,M009,67,match_schedule,desktop,True,2026-06-18
S015017,F04644,M033,96,"home, fan_zone, live_scores",mobile,False,2026-06-18
S015018,F02268,M010,70,"fan_zone, home, highlights, match_schedule",desktop,False,2026-06-17
S015019,F03980,M025,266,"highlights, merch_store, live_scores",mobile,True,2026-06-18
S015020,F03467,M009,43,"live_scores, team_profile, fan_zone, merch_store",mobile,False,2026-06-14
S015021,F02505,M043,193,"fan_zone, home",mobile,False,2026-07-01
S015022,F03141,M015,92,"match_schedule, ticket_checkout, fan_zone",mobile,False,2026-06-18
S015023,F01068,M047,19,merch_store,mobile,False,2026-07-06
S015024,F04589,M017,119,"merch_store, highlights",mobile,False,2026-06-21
S015025,F03441,M027,236,"home, merch_store, match_schedule, live_scores",mobile,False,2026-06-27
S015026,F00767,M044,268,team_profile,desktop,False,2026-06-28
S015027,F01727,M029,9,"home, highlights, ticket_checkout",mobile,False,2026-06-20
S015028,F04941,M047,16,"fan_zone, account, match_schedule, highlights, ticket_checkout",mobile,False,2026-07-04
S015029,F00075,M042,21,fan_zone,mobile,False,2026-07-02
S015030,F01699,M039,195,"ticket_checkout, home, fan_zone",mobile,False,2026-07-02
S015031,F03673,M027,15,"fan_zone, live_scores",mobile,False,2026-06-28
S015032,F03295,M014,5,merch_store,desktop,False,2026-06-19
S015033,F01886,M012,48,live_scores,desktop,False,2026-06-10
S015034,F04073,M012,424,"ticket_checkout, live_scores",mobile,False,2026-06-17
S015035,F03292,M036,111,account,desktop,False,2026-06-21
S015036,F02575,M035,88,"fan_zone, match_schedule, account",desktop,False,2026-06-28
S015037,F00043,M027,515,"highlights, match_schedule, live_scores, merch_store, ticket_checkout",mobile,False,2026-06-25
S015038,F04559,M043,36,home,mobile,False,2026-06-23
S015039,F05836,M025,435,"home, merch_store, live_scores, match_schedule",mobile,False,2026-06-21
S015040,F02063,M008,15,fan_zone,mobile,False,2026-06-18
S015041,F03170,M006,117,highlights,desktop,False,2026-06-10
S015042,F02917,M029,58,"highlights, account, ticket_checkout, live_scores",desktop,False,2026-06-26
S015043,F04162,M011,43,account,desktop,False,2026-06-08
S015044,F02252,M007,49,"highlights, team_profile, live_scores, home",mobile,False,2026-06-15
S015045,F02023,M033,187,"live_scores, highlights, account",mobile,False,2026-06-18
S015046,F00320,M008,159,"highlights, home, account",mobile,False,2026-06-08
S015047,F03050,M028,36,"ticket_checkout, account, highlights, home, live_scores",mobile,False,2026-06-28
S015048,F03787,M009,23,"highlights, ticket_checkout",mobile,False,2026-06-12
S015049,F02283,M008,51,"match_schedule, merch_store, live_scores, account, team_profile",mobile,False,2026-06-05
S015050,F01243,M004,306,"account, merch_store, live_scores",desktop,False,2026-06-16
S015051,F02675,M012,36,"ticket_checkout, merch_store, fan_zone, home, account",mobile,False,2026-06-14
S015052,F01129,M027,83,ticket_checkout,mobile,False,2026-06-17
S015053,F04120,M019,5,"highlights, ticket_checkout, fan_zone, team_profile",mobile,False,2026-06-13
S015054,F00394,M001,8,home,mobile,False,2026-06-15
S015055,F00172,M039,67,account,mobile,False,2026-06-30
S015056,F00236,M029,129,"account, merch_store, home, live_scores, match_schedule",mobile,False,2026-06-17
S015057,F05211,M035,286,live_scores,mobile,False,2026-06-21
S015058,F01994,M011,14,"match_schedule, account, team_profile",mobile,False,2026-06-16
S015059,F03167,M020,95,"fan_zone, ticket_checkout, team_profile",tablet,True,2026-06-20
S015060,F04077,M032,46,"fan_zone, highlights",mobile,False,2026-06-23
S015061,F02521,M015,367,"account, match_schedule, merch_store",desktop,False,2026-06-10
S015062,F00612,M021,109,"highlights, account, home, ticket_checkout",mobile,True,2026-06-22
S015063,F02966,M012,260,"highlights, team_profile",mobile,False,2026-06-13
S015064,F01946,M030,127,live_scores,desktop,False,2026-06-20
S015065,F01795,M034,7,"fan_zone, live_scores",mobile,True,2026-06-26
S015066,F00695,M028,233,fan_zone,mobile,True,2026-06-28
S015067,F04885,M003,259,"merch_store, home, highlights",mobile,False,2026-06-04
S015068,F01150,M048,9,"merch_store, account, match_schedule, live_scores, team_profile",mobile,False,2026-07-02
S015069,F00738,M012,154,"live_scores, ticket_checkout, account, merch_store",mobile,False,2026-06-16
S015070,F00964,M014,276,match_schedule,tablet,False,2026-06-08
S015071,F05942,M011,289,account,mobile,False,2026-06-08
S015072,F00228,M026,5,"merch_store, team_profile",desktop,False,2026-06-16
S015073,F01690,M035,120,"fan_zone, merch_store",desktop,False,2026-06-19
S015074,F00218,M033,37,highlights,desktop,False,2026-06-26
S015075,F03553,M027,6,fan_zone,mobile,False,2026-06-20
S015076,F02620,M036,460,live_scores,desktop,True,2026-06-30
S015077,F02148,M041,328,"account, home",tablet,False,2026-06-24
S015078,F04708,M037,70,account,desktop,True,2026-06-29
S015079,F02687,M009,147,"account, live_scores, match_schedule, merch_store",mobile,False,2026-06-08
S015080,F01839,M025,255,team_profile,desktop,False,2026-06-22
S015081,F04382,M039,475,"ticket_checkout, match_schedule, account, team_profile, highlights",desktop,False,2026-07-01
S015082,F04989,M011,19,live_scores,mobile,False,2026-06-10
S015083,F04891,M015,167,match_schedule,desktop,False,2026-06-15
S015084,F05289,M011,95,"account, team_profile, ticket_checkout, merch_store",desktop,False,2026-06-12
S015085,F03069,M021,293,"match_schedule, ticket_checkout, team_profile, fan_zone",desktop,False,2026-06-24
S015086,F01026,M032,45,"team_profile, merch_store, home, live_scores",mobile,False,2026-06-30
S015087,F04642,M048,203,"highlights, match_schedule",desktop,False,2026-06-26
S015088,F05119,M016,40,ticket_checkout,mobile,False,2026-06-10
S015089,F04388,M028,111,"live_scores, fan_zone, merch_store",mobile,False,2026-06-24
S015090,F02663,M015,9,"live_scores, highlights, account",mobile,False,2026-06-18
S015091,F03077,M013,173,"home, match_schedule, ticket_checkout",desktop,False,2026-06-14
S015092,F01348,M038,395,"fan_zone, highlights, live_scores",mobile,False,2026-07-03
S015093,F02627,M024,171,highlights,desktop,False,2026-06-25
S015094,F05561,M027,357,"match_schedule, home, account, fan_zone, ticket_checkout",mobile,False,2026-06-20
S015095,F02388,M015,161,"ticket_checkout, highlights, fan_zone, team_profile, merch_store",mobile,True,2026-06-15
S015096,F03921,M044,17,"ticket_checkout, merch_store, team_profile, match_schedule, live_scores",mobile,False,2026-07-01
S015097,F00064,M015,46,"highlights, live_scores, merch_store",desktop,False,2026-06-10
S015098,F00215,M043,5,"account, home, highlights, ticket_checkout",mobile,False,2026-07-04
S015099,F03948,M013,389,"account, highlights, team_profile, home",mobile,False,2026-06-10
S015100,F04369,M022,14,"highlights, home",mobile,False,2026-06-16
S015101,F04391,M033,134,"ticket_checkout, match_schedule",mobile,False,2026-06-21
S015102,F04448,M034,11,"highlights, match_schedule, live_scores",mobile,False,2026-06-26
S015103,F03833,M010,514,account,mobile,False,2026-06-18
S015104,F01650,M017,142,"match_schedule, home, ticket_checkout, fan_zone",mobile,False,2026-06-14
S015105,F00224,M045,30,"match_schedule, home, fan_zone, live_scores",mobile,False,2026-07-02
S015106,F04724,M012,506,"merch_store, account",mobile,False,2026-06-17
S015107,F02262,M021,94,"ticket_checkout, home, live_scores, team_profile, merch_store",mobile,False,2026-06-24
S015108,F01508,M026,490,live_scores,tablet,False,2026-06-27
S015109,F05304,M033,89,"match_schedule, live_scores",mobile,True,2026-06-25
S015110,F03441,M037,15,"account, merch_store, home",mobile,True,2026-07-01
S015111,F03887,M042,109,"match_schedule, merch_store, team_profile",mobile,False,2026-07-02
S015112,F05587,M019,172,"merch_store, home, match_schedule",tablet,False,2026-06-18
S015113,F00196,M018,99,"account, match_schedule, ticket_checkout",desktop,False,2026-06-17
S015114,F01804,M004,69,"merch_store, highlights",mobile,False,2026-06-10
S015115,F05941,M030,169,"match_schedule, highlights, account, home",mobile,False,2026-06-18
S015116,F03193,M025,27,highlights,mobile,False,2026-06-15
S015117,F01437,M002,148,"match_schedule, account",mobile,False,2026-06-03
S015118,F03565,M005,123,home,mobile,False,2026-06-09
S015119,F03997,M014,9,"home, live_scores",mobile,False,2026-06-10
S015120,F03233,M012,265,"ticket_checkout, merch_store, highlights",tablet,False,2026-06-19
S015121,F00691,M016,6,"match_schedule, fan_zone, ticket_checkout, team_profile, home",mobile,False,2026-06-20
S015122,F04131,M033,418,"fan_zone, team_profile, account, merch_store",mobile,False,2026-06-25
S015123,F03186,M008,29,merch_store,mobile,False,2026-06-16
S015124,F04811,M017,162,"merch_store, account",mobile,False,2026-06-23
S015125,F04446,M033,20,"home, account, match_schedule, merch_store",mobile,False,2026-06-26
S015126,F00010,M033,52,"team_profile, merch_store, home, highlights",mobile,False,2026-06-22
S015127,F02254,M025,381,match_schedule,mobile,False,2026-06-27
S015128,F00236,M009,246,"merch_store, highlights, account",mobile,False,2026-06-08
S015129,F02327,M037,360,"team_profile, fan_zone",mobile,False,2026-06-22
S015130,F02984,M026,329,"account, ticket_checkout, team_profile, match_schedule, highlights",mobile,False,2026-06-23
S015131,F02227,M031,6,"account, home, highlights, ticket_checkout",mobile,False,2026-06-26
S015132,F00077,M033,51,"ticket_checkout, match_schedule",tablet,False,2026-06-27
S015133,F03279,M045,282,"ticket_checkout, highlights, merch_store",desktop,False,2026-07-06
S015134,F04529,M034,431,"match_schedule, team_profile, ticket_checkout, fan_zone",mobile,False,2026-06-24
S015135,F01824,M019,163,"account, ticket_checkout, fan_zone, team_profile",mobile,False,2026-06-19
S015136,F05900,M009,192,"merch_store, home, account, team_profile",mobile,False,2026-06-07
S015137,F00279,M047,396,"team_profile, home",mobile,False,2026-07-08
S015138,F03947,M045,97,"highlights, ticket_checkout",mobile,False,2026-06-28
S015139,F05890,M013,149,"match_schedule, highlights",mobile,True,2026-06-08
S015140,F05139,M043,244,"ticket_checkout, merch_store",mobile,False,2026-07-04
S015141,F00244,M036,105,"account, merch_store",mobile,False,2026-06-26
S015142,F02353,M028,11,"merch_store, live_scores",desktop,False,2026-06-16
S015143,F03258,M036,59,"ticket_checkout, live_scores, merch_store",mobile,False,2026-07-02
S015144,F02970,M021,267,"account, highlights",desktop,False,2026-06-15
S015145,F00135,M024,68,"match_schedule, merch_store, home, account, fan_zone",mobile,False,2026-06-23
S015146,F03635,M026,236,"merch_store, live_scores",mobile,False,2026-06-20
S015147,F03827,M015,531,"live_scores, highlights, ticket_checkout",mobile,False,2026-06-20
S015148,F02915,M015,180,"home, team_profile, account, match_schedule",mobile,False,2026-06-22
S015149,F05925,M028,243,"account, ticket_checkout, highlights, merch_store, match_schedule",mobile,False,2026-06-18
S015150,F04146,M022,309,"merch_store, account, team_profile, ticket_checkout, live_scores",mobile,False,2026-06-13
S015151,F00685,M020,294,highlights,mobile,False,2026-06-21
S015152,F03900,M042,232,"match_schedule, ticket_checkout, fan_zone",mobile,False,2026-06-28
S015153,F02087,M026,122,"team_profile, fan_zone, merch_store, ticket_checkout, home",desktop,False,2026-06-19
S015154,F05727,M007,288,"team_profile, highlights, account",tablet,False,2026-06-09
S015155,F03566,M045,306,"fan_zone, highlights, ticket_checkout, merch_store, home",mobile,False,2026-06-25
S015156,F02360,M044,133,"account, match_schedule, live_scores, team_profile",mobile,False,2026-06-23
S015157,F02444,M044,10,live_scores,desktop,False,2026-07-05
S015158,F02213,M035,37,"merch_store, account, match_schedule, home, highlights",mobile,False,2026-06-22
S015159,F02111,M010,195,"merch_store, home",mobile,False,2026-06-17
S015160,F03046,M006,217,"ticket_checkout, fan_zone, live_scores, home",mobile,True,2026-06-13
S015161,F00807,M028,44,home,tablet,False,2026-06-23
S015162,F02272,M032,21,"home, match_schedule, merch_store, ticket_checkout, live_scores",mobile,False,2026-06-18
S015163,F04946,M001,28,"merch_store, match_schedule, ticket_checkout, live_scores",desktop,False,2026-06-03
S015164,F03351,M019,80,"team_profile, fan_zone, match_schedule, home, merch_store",tablet,False,2026-06-23
S015165,F00425,M041,156,"fan_zone, match_schedule, home, highlights",mobile,False,2026-06-29
S015166,F02120,M048,73,"ticket_checkout, fan_zone",mobile,False,2026-07-08
S015167,F00696,M034,99,"highlights, team_profile",mobile,False,2026-06-24
S015168,F00546,M039,29,"team_profile, match_schedule, live_scores, account, ticket_checkout",mobile,False,2026-06-23
S015169,F04516,M008,153,"home, highlights",mobile,False,2026-06-10
S015170,F04181,M010,49,"match_schedule, account, fan_zone, ticket_checkout, team_profile",mobile,True,2026-06-18
S015171,F00973,M037,34,"fan_zone, account, ticket_checkout, home",mobile,False,2026-06-20
S015172,F01265,M013,116,"highlights, home",mobile,False,2026-06-10
S015173,F05297,M025,99,match_schedule,mobile,False,2026-06-24
S015174,F00632,M005,102,"highlights, account, team_profile, ticket_checkout, merch_store",mobile,False,2026-06-12
S015175,F00736,M044,57,"highlights, live_scores, home, team_profile, fan_zone",mobile,False,2026-06-29
S015176,F01415,M039,220,"fan_zone, home, account, merch_store, live_scores",mobile,False,2026-06-22
S015177,F05954,M015,19,"ticket_checkout, highlights, account, live_scores, merch_store",mobile,False,2026-06-21
S015178,F04897,M014,34,"account, home, merch_store, match_schedule, fan_zone",mobile,False,2026-06-18
S015179,F01176,M037,33,"fan_zone, team_profile, match_schedule, live_scores",mobile,False,2026-06-28
S015180,F04801,M040,238,"match_schedule, merch_store, home, team_profile, account",desktop,False,2026-07-01
S015181,F04080,M032,444,"ticket_checkout, fan_zone, account",tablet,True,2026-06-19
S015182,F00331,M013,43,fan_zone,mobile,False,2026-06-18
S015183,F03574,M012,676,merch_store,desktop,False,2026-06-14
S015184,F05807,M042,693,"live_scores, account, team_profile",mobile,False,2026-06-30
