fan_id,segment,offer_response_probability
F02809,Dormant / At-Risk,0.084
F02817,Dormant / At-Risk,0.084
F02819,Dormant / At-Risk,0.084
F01791,Dormant / At-Risk,0.084
F01798,Dormant / At-Risk,0.084
F03695,Dormant / At-Risk,0.084
F04044,Dormant / At-Risk,0.084
F01031,Dormant / At-Risk,0.084
F01729,Dormant / At-Risk,0.084
F03271,Dormant / At-Risk,0.084
F01063,Dormant / At-Risk,0.084
F02535,Dormant / At-Risk,0.084
F02536,Digital Browsers,0.084
F03644,Dormant / At-Risk,0.084
F04463,Digital Browsers,0.084
F04438,Dormant / At-Risk,0.084
F05859,Digital Browsers,0.084
F00248,Dormant / At-Risk,0.084
F00238,Digital Browsers,0.084
F04443,Dormant / At-Risk,0.084
F01771,Dormant / At-Risk,0.084
F05258,Dormant / At-Risk,0.084
F01949,Dormant / At-Risk,0.084
F01956,Dormant / At-Risk,0.084
F03773,Digital Browsers,0.084
F01867,Digital Browsers,0.084
F05596,Dormant / At-Risk,0.084
F03723,Digital Browsers,0.084
F03711,Digital Browsers,0.084
F01783,Digital Browsers,0.084
F00907,Dormant / At-Risk,0.084
F00864,Dormant / At-Risk,0.084
F03157,Dormant / At-Risk,0.084
F04921,Dormant / At-Risk,0.084
F04929,Dormant / At-Risk,0.084
F04933,Dormant / At-Risk,0.084
F02417,Dormant / At-Risk,0.084
F02802,Digital Browsers,0.084
F03699,Digital Browsers,0.084
F05178,Digital Browsers,0.084
F05612,Dormant / At-Risk,0.084
F05160,Dormant / At-Risk,0.084
F01868,Dormant / At-Risk,0.084
F01924,Dormant / At-Risk,0.084
F00818,Dormant / At-Risk,0.084
F00842,Dormant / At-Risk,0.084
F00299,Dormant / At-Risk,0.084
F00781,Dormant / At-Risk,0.084
F04425,Dormant / At-Risk,0.084
F04412,Dormant / At-Risk,0.084
F00811,Dormant / At-Risk,0.084
F04283,Dormant / At-Risk,0.084
F02842,Digital Browsers,0.084
F01944,Dormant / At-Risk,0.084
F01945,Dormant / At-Risk,0.084
F04632,Digital Browsers,0.084
F05851,Dormant / At-Risk,0.084
F01095,Digital Browsers,0.084
F05546,Digital Browsers,0.084
F01548,Casual Followers,0.084
F00252,Dormant / At-Risk,0.084
F03619,Digital Browsers,0.084
F03626,Dormant / At-Risk,0.084
F05285,Digital Browsers,0.084
F05290,Digital Browsers,0.084
F04889,Dormant / At-Risk,0.084
F01054,Dormant / At-Risk,0.084
F04694,Dormant / At-Risk,0.084
F04699,Dormant / At-Risk,0.084
F05132,Dormant / At-Risk,0.084
F05138,Digital Browsers,0.084
F05145,Dormant / At-Risk,0.084
F01935,Digital Browsers,0.084
F04964,Digital Browsers,0.084
F04968,Dormant / At-Risk,0.084
F04032,Digital Browsers,0.084
F03134,Dormant / At-Risk,0.084
F03088,Dormant / At-Risk,0.084
F00422,Dormant / At-Risk,0.084
F02867,Dormant / At-Risk,0.084
F04943,Digital Browsers,0.084
F04960,Digital Browsers,0.084
F03294,Dormant / At-Risk,0.084
F03259,Dormant / At-Risk,0.084
F03257,Dormant / At-Risk,0.084
F05280,Dormant / At-Risk,0.084
F01160,Dormant / At-Risk,0.084
F05501,Dormant / At-Risk,0.084
F03590,Dormant / At-Risk,0.084
F03316,Digital Browsers,0.084
F02547,Digital Browsers,0.084
F00161,Dormant / At-Risk,0.084
F00216,Dormant / At-Risk,0.084
F00205,Dormant / At-Risk,0.084
F01115,Digital Browsers,0.084
F00260,Dormant / At-Risk,0.084
F04788,Digital Browsers,0.084
F01591,Digital Browsers,0.084
F05737,Dormant / At-Risk,0.084
F05046,Dormant / At-Risk,0.084
F03114,Dormant / At-Risk,0.084
F00714,Dormant / At-Risk,0.084
F00719,Dormant / At-Risk,0.084
F04395,Dormant / At-Risk,0.084
F03789,Dormant / At-Risk,0.084
F05782,Digital Browsers,0.084
F04761,Digital Browsers,0.084
F04286,Dormant / At-Risk,0.084
F03987,Digital Browsers,0.084
F03110,Dormant / At-Risk,0.084
F03113,Dormant / At-Risk,0.084
F04688,Dormant / At-Risk,0.084
F04346,Dormant / At-Risk,0.084
F00679,Dormant / At-Risk,0.084
F03876,Dormant / At-Risk,0.084
F03820,Dormant / At-Risk,0.084
F03842,Dormant / At-Risk,0.084
F01558,Dormant / At-Risk,0.084
F01113,Digital Browsers,0.084
F03353,Dormant / At-Risk,0.084
F01393,Dormant / At-Risk,0.084
F02560,Digital Browsers,0.084
F02586,Digital Browsers,0.084
F02752,Dormant / At-Risk,0.084
F01488,Dormant / At-Risk,0.084
F03369,Dormant / At-Risk,0.084
F03312,Dormant / At-Risk,0.084
F01156,Dormant / At-Risk,0.084
F00232,Dormant / At-Risk,0.084
F03321,Dormant / At-Risk,0.084
F01570,Digital Browsers,0.084
F00606,Dormant / At-Risk,0.084
F04703,Dormant / At-Risk,0.084
F03026,Digital Browsers,0.084
F02154,Dormant / At-Risk,0.084
F00615,Dormant / At-Risk,0.084
F02334,Dormant / At-Risk,0.084
F02343,Dormant / At-Risk,0.084
F00387,Digital Browsers,0.084
F05794,Digital Browsers,0.084
F03858,Dormant / At-Risk,0.084
F00636,Dormant / At-Risk,0.084
F05067,Casual Followers,0.084
F02127,Dormant / At-Risk,0.084
F02219,Dormant / At-Risk,0.084
F03926,Digital Browsers,0.084
F03904,Dormant / At-Risk,0.084
F00017,Dormant / At-Risk,0.084
F00056,Dormant / At-Risk,0.084
F00051,Dormant / At-Risk,0.084
F05991,Dormant / At-Risk,0.084
F05988,Digital Browsers,0.084
F04217,Digital Browsers,0.084
F02615,Dormant / At-Risk,0.084
F04821,Digital Browsers,0.084
F04824,Dormant / At-Risk,0.084
F04843,Dormant / At-Risk,0.084
F05394,Dormant / At-Risk,0.084
F05404,Digital Browsers,0.084
F03445,Digital Browsers,0.084
F03437,Digital Browsers,0.084
F04213,Digital Browsers,0.084
F03531,Digital Browsers,0.084
F02697,Dormant / At-Risk,0.084
F05965,Dormant / At-Risk,0.084
F00552,Dormant / At-Risk,0.084
F00502,Dormant / At-Risk,0.084
F02280,Dormant / At-Risk,0.084
F00731,Dormant / At-Risk,0.083
F00765,Dormant / At-Risk,0.083
F02726,Dormant / At-Risk,0.083
F05974,Dormant / At-Risk,0.083
F00696,Digital Browsers,0.083
F00005,Dormant / At-Risk,0.083
F04174,Dormant / At-Risk,0.083
F04004,Dormant / At-Risk,0.083
F04229,Dormant / At-Risk,0.083
F00084,Digital Browsers,0.083
F02665,Dormant / At-Risk,0.083
F02711,Dormant / At-Risk,0.083
F00020,Digital Browsers,0.083
F04233,Dormant / At-Risk,0.083
F04596,Dormant / At-Risk,0.083
F05821,Digital Browsers,0.083
F05819,Dormant / At-Risk,0.083
F03210,Dormant / At-Risk,0.083
F04198,Digital Browsers,0.083
F02773,Digital Browsers,0.083
F03851,Dormant / At-Risk,0.083
F05637,Dormant / At-Risk,0.083
F04888,Digital Browsers,0.083
F04890,Dormant / At-Risk,0.083
F03865,Digital Browsers,0.083
F03836,Digital Browsers,0.083
F00665,Dormant / At-Risk,0.083
F00783,Dormant / At-Risk,0.083
F05234,Digital Browsers,0.083
F01733,Dormant / At-Risk,0.083
F03869,Digital Browsers,0.083
F05606,Dormant / At-Risk,0.083
F05583,Dormant / At-Risk,0.083
F04015,Dormant / At-Risk,0.083
F00321,Dormant / At-Risk,0.083
F01640,Dormant / At-Risk,0.083
F01641,Digital Browsers,0.083
F00489,Digital Browsers,0.083
F01596,Dormant / At-Risk,0.083
F01670,Dormant / At-Risk,0.083
F00517,Dormant / At-Risk,0.083
F03952,Dormant / At-Risk,0.083
F01618,Digital Browsers,0.083
F00923,Dormant / At-Risk,0.083
F02870,Dormant / At-Risk,0.083
F00904,Digital Browsers,0.083
F02825,Digital Browsers,0.083
F02463,Dormant / At-Risk,0.083
F02464,Dormant / At-Risk,0.083
F03680,Dormant / At-Risk,0.083
F01017,Digital Browsers,0.083
F01052,Dormant / At-Risk,0.083
F03663,Dormant / At-Risk,0.083
F02831,Dormant / At-Risk,0.083
F02888,Digital Browsers,0.083
F02395,Dormant / At-Risk,0.083
F02414,Dormant / At-Risk,0.083
F02804,Dormant / At-Risk,0.083
F02811,Dormant / At-Risk,0.083
F02504,Dormant / At-Risk,0.083
F03718,Digital Browsers,0.083
F03720,Digital Browsers,0.083
F03309,Digital Browsers,0.083
F01569,Dormant / At-Risk,0.083
F01907,Digital Browsers,0.083
F05363,Dormant / At-Risk,0.083
F05324,Dormant / At-Risk,0.083
F03388,Digital Browsers,0.083
F03115,Digital Browsers,0.083
F01977,Dormant / At-Risk,0.083
F01964,Dormant / At-Risk,0.083
F01982,Dormant / At-Risk,0.083
F03323,Dormant / At-Risk,0.083
F01491,Digital Browsers,0.083
F03278,Dormant / At-Risk,0.083
F03281,Dormant / At-Risk,0.083
F04682,Digital Browsers,0.083
F05136,Dormant / At-Risk,0.083
F05092,Digital Browsers,0.083
F05097,Dormant / At-Risk,0.083
F05099,Dormant / At-Risk,0.083
F03099,Dormant / At-Risk,0.083
F03107,Dormant / At-Risk,0.083
F01967,Dormant / At-Risk,0.083
F00158,Dormant / At-Risk,0.083
F00146,Digital Browsers,0.083
F00189,Digital Browsers,0.083
F00992,Dormant / At-Risk,0.083
F00980,Dormant / At-Risk,0.083
F04458,Dormant / At-Risk,0.083
F00195,Dormant / At-Risk,0.083
F04118,Dormant / At-Risk,0.083
F00644,Dormant / At-Risk,0.083
F05695,Dormant / At-Risk,0.083
F05698,Digital Browsers,0.083
F04359,Casual Followers,0.083
F00194,Digital Browsers,0.083
F05568,Dormant / At-Risk,0.083
F05550,Dormant / At-Risk,0.083
F05551,Digital Browsers,0.083
F03754,Digital Browsers,0.083
F04431,Digital Browsers,0.083
F00603,Dormant / At-Risk,0.083
F02910,Digital Browsers,0.083
F02296,Digital Browsers,0.083
F04348,Dormant / At-Risk,0.083
F01108,Dormant / At-Risk,0.083
F04773,Dormant / At-Risk,0.083
F05534,Dormant / At-Risk,0.083
F01130,Dormant / At-Risk,0.083
F05525,Dormant / At-Risk,0.083
F02351,Dormant / At-Risk,0.083
F05514,Dormant / At-Risk,0.083
F05492,Digital Browsers,0.083
F02318,Dormant / At-Risk,0.083
F00945,Digital Browsers,0.083
F00986,Dormant / At-Risk,0.083
F00979,Dormant / At-Risk,0.083
F00226,Dormant / At-Risk,0.083
F01094,Digital Browsers,0.083
F01097,Dormant / At-Risk,0.083
F05513,Digital Browsers,0.083
F00553,Dormant / At-Risk,0.083
F00532,Dormant / At-Risk,0.083
F03142,Dormant / At-Risk,0.083
F02062,Dormant / At-Risk,0.083
F00511,Dormant / At-Risk,0.083
F00500,Dormant / At-Risk,0.083
F04306,Digital Browsers,0.083
F02048,Dormant / At-Risk,0.083
F02049,Digital Browsers,0.083
F01540,Dormant / At-Risk,0.083
F01534,Digital Browsers,0.083
F01511,Dormant / At-Risk,0.083
F03349,Dormant / At-Risk,0.083
F03396,Dormant / At-Risk,0.083
F04322,Digital Browsers,0.083
F00349,Dormant / At-Risk,0.083
F02044,Digital Browsers,0.083
F01463,Digital Browsers,0.083
F04117,Digital Browsers,0.083
F00173,Dormant / At-Risk,0.083
F00177,Dormant / At-Risk,0.083
F00266,Dormant / At-Risk,0.083
F04495,Digital Browsers,0.083
F04262,Dormant / At-Risk,0.083
F01163,Digital Browsers,0.083
F01143,Dormant / At-Risk,0.083
F01189,Digital Browsers,0.083
F03618,Dormant / At-Risk,0.083
F02344,Dormant / At-Risk,0.083
F01178,Dormant / At-Risk,0.083
F05045,Digital Browsers,0.083
F05050,Digital Browsers,0.083
F05385,Dormant / At-Risk,0.083
F03411,Dormant / At-Risk,0.083
F01378,Dormant / At-Risk,0.083
F01400,Dormant / At-Risk,0.083
F05065,Dormant / At-Risk,0.083
F05054,Digital Browsers,0.083
F01444,Dormant / At-Risk,0.083
F04581,Digital Browsers,0.083
F03944,Digital Browsers,0.083
F03946,Digital Browsers,0.083
F01300,Digital Browsers,0.083
F01295,Dormant / At-Risk,0.083
F01402,Digital Browsers,0.083
F02950,Dormant / At-Risk,0.083
F02955,Digital Browsers,0.083
F01199,Digital Browsers,0.083
F05843,Dormant / At-Risk,0.083
F04976,Dormant / At-Risk,0.083
F02311,Digital Browsers,0.083
F01240,Dormant / At-Risk,0.083
F04744,Dormant / At-Risk,0.083
F05881,Dormant / At-Risk,0.083
F05865,Dormant / At-Risk,0.083
F03497,Dormant / At-Risk,0.083
F02106,Dormant / At-Risk,0.083
F02132,Digital Browsers,0.083
F02135,Dormant / At-Risk,0.083
F02210,Digital Browsers,0.083
F03886,Dormant / At-Risk,0.083
F01339,Dormant / At-Risk,0.083
F03440,Dormant / At-Risk,0.083
F01311,Dormant / At-Risk,0.083
F01350,Dormant / At-Risk,0.083
F05398,Dormant / At-Risk,0.083
F01386,Dormant / At-Risk,0.083
F04548,Digital Browsers,0.083
F01329,Dormant / At-Risk,0.083
F03409,Casual Followers,0.083
F05727,Dormant / At-Risk,0.083
F05717,Dormant / At-Risk,0.083
F01354,Dormant / At-Risk,0.083
F03038,Dormant / At-Risk,0.083
F03041,Digital Browsers,0.083
F05027,Dormant / At-Risk,0.083
F03014,Digital Browsers,0.083
F03036,Digital Browsers,0.083
F00531,Digital Browsers,0.083
F00579,Dormant / At-Risk,0.083
F03896,Digital Browsers,0.083
F05010,Dormant / At-Risk,0.083
F02276,Digital Browsers,0.083
F02277,Dormant / At-Risk,0.083
F03505,Dormant / At-Risk,0.083
F04523,Digital Browsers,0.083
F03013,Dormant / At-Risk,0.083
F03885,Dormant / At-Risk,0.083
F00526,Digital Browsers,0.083
F02592,Dormant / At-Risk,0.083
F04864,Dormant / At-Risk,0.083
F02567,Dormant / At-Risk,0.083
F00775,Digital Browsers,0.083
F04793,Casual Followers,0.083
F02543,Digital Browsers,0.083
F02545,Digital Browsers,0.083
F04802,Dormant / At-Risk,0.083
F03813,Digital Browsers,0.083
F00789,Dormant / At-Risk,0.083
F03781,Digital Browsers,0.083
F00426,Dormant / At-Risk,0.083
F01742,Digital Browsers,0.083
F01789,Digital Browsers,0.083
F02596,Digital Browsers,0.083
F05924,Digital Browsers,0.083
F03192,Dormant / At-Risk,0.083
F03195,Digital Browsers,0.083
F01831,Dormant / At-Risk,0.083
F01617,Dormant / At-Risk,0.083
F05256,Dormant / At-Risk,0.083
F04622,Digital Browsers,0.083
F05206,Digital Browsers,0.083
F01812,Dormant / At-Risk,0.083
F04654,Dormant / At-Risk,0.083
F03272,Dormant / At-Risk,0.083
F03178,Digital Browsers,0.083
F03999,Dormant / At-Risk,0.083
F00409,Digital Browsers,0.083
F03222,Dormant / At-Risk,0.083
F04646,Dormant / At-Risk,0.083
F02614,Dormant / At-Risk,0.083
F01843,Dormant / At-Risk,0.083
F05191,Dormant / At-Risk,0.083
F05193,Dormant / At-Risk,0.083
F02636,Dormant / At-Risk,0.082
F05958,Dormant / At-Risk,0.082
F05940,Digital Browsers,0.082
F05943,Dormant / At-Risk,0.082
F04008,Dormant / At-Risk,0.082
F01763,Digital Browsers,0.082
F04642,Dormant / At-Risk,0.082
F05218,Dormant / At-Risk,0.082
F01728,Digital Browsers,0.082
F01711,Dormant / At-Risk,0.082
F04626,Digital Browsers,0.082
F05198,Dormant / At-Risk,0.082
F01695,Digital Browsers,0.082
F00369,Dormant / At-Risk,0.082
F01793,Dormant / At-Risk,0.082
F05925,Digital Browsers,0.082
F00753,Digital Browsers,0.082
F02569,Digital Browsers,0.082
F02563,Digital Browsers,0.082
F02548,Dormant / At-Risk,0.082
F02541,Dormant / At-Risk,0.082
F04794,Digital Browsers,0.082
F03850,Dormant / At-Risk,0.082
F05630,Dormant / At-Risk,0.082
F05622,Dormant / At-Risk,0.082
F04868,Dormant / At-Risk,0.082
F02787,Casual Followers,0.082
F05648,Dormant / At-Risk,0.082
F03809,Dormant / At-Risk,0.082
F01280,Digital Browsers,0.082
F03504,Casual Followers,0.082
F05029,Digital Browsers,0.082
F00527,Dormant / At-Risk,0.082
F00530,Digital Browsers,0.082
F02281,Dormant / At-Risk,0.082
F03017,Dormant / At-Risk,0.082
F02182,Dormant / At-Risk,0.082
F02249,Dormant / At-Risk,0.082
F05062,Dormant / At-Risk,0.082
F03047,Dormant / At-Risk,0.082
F02269,Dormant / At-Risk,0.082
F05028,Digital Browsers,0.082
F05430,Digital Browsers,0.082
F03480,Dormant / At-Risk,0.082
F03471,Digital Browsers,0.082
F05733,Dormant / At-Risk,0.082
F05725,Dormant / At-Risk,0.082
F05061,Digital Browsers,0.082
F03492,Digital Browsers,0.082
F01361,Dormant / At-Risk,0.082
F03426,Dormant / At-Risk,0.082
F03030,Digital Browsers,0.082
F02996,Digital Browsers,0.082
F02989,Dormant / At-Risk,0.082
F01334,Casual Followers,0.082
F04539,Casual Followers,0.082
F04710,Dormant / At-Risk,0.082
F02095,Dormant / At-Risk,0.082
F03887,Dormant / At-Risk,0.082
F03888,Dormant / At-Risk,0.082
F05874,Dormant / At-Risk,0.082
F05875,Dormant / At-Risk,0.082
F04083,Casual Followers,0.082
F01285,Dormant / At-Risk,0.082
F01278,Digital Browsers,0.082
F03527,Digital Browsers,0.082
F01231,Digital Browsers,0.082
F01270,Dormant / At-Risk,0.082
F01275,Digital Browsers,0.082
F04745,Dormant / At-Risk,0.082
F04739,Dormant / At-Risk,0.082
F05846,Dormant / At-Risk,0.082
F05848,Dormant / At-Risk,0.082
F02251,Digital Browsers,0.082
F02236,Dormant / At-Risk,0.082
F04728,Dormant / At-Risk,0.082
F02231,Dormant / At-Risk,0.082
F02220,Digital Browsers,0.082
F02227,Dormant / At-Risk,0.082
F01246,Digital Browsers,0.082
F01214,Dormant / At-Risk,0.082
F03932,Dormant / At-Risk,0.082
F01424,Dormant / At-Risk,0.082
F04558,Dormant / At-Risk,0.082
F01445,Dormant / At-Risk,0.082
F01440,Dormant / At-Risk,0.082
F03928,Digital Browsers,0.082
F05364,Dormant / At-Risk,0.082
F05369,Digital Browsers,0.082
F01324,Digital Browsers,0.082
F01430,Dormant / At-Risk,0.082
F05371,Dormant / At-Risk,0.082
F05359,Dormant / At-Risk,0.082
F01411,Dormant / At-Risk,0.082
F00242,Dormant / At-Risk,0.082
F05380,Digital Browsers,0.082
F05376,Dormant / At-Risk,0.082
F01379,Dormant / At-Risk,0.082
F04349,Digital Browsers,0.082
F04340,Digital Browsers,0.082
F04343,Digital Browsers,0.082
F02335,Digital Browsers,0.082
F03546,Dormant / At-Risk,0.082
F03537,Dormant / At-Risk,0.082
F05435,Digital Browsers,0.082
F05426,Digital Browsers,0.082
F03610,Dormant / At-Risk,0.082
F01076,Dormant / At-Risk,0.082
F01079,Digital Browsers,0.082
F01222,Dormant / At-Risk,0.082
F04504,Digital Browsers,0.082
F01181,Dormant / At-Risk,0.082
F04261,Digital Browsers,0.082
F04263,Dormant / At-Risk,0.082
F03620,Digital Browsers,0.082
F03573,Dormant / At-Risk,0.082
F03578,Dormant / At-Risk,0.082
F03589,Digital Browsers,0.082
F04055,Dormant / At-Risk,0.082
F04101,Dormant / At-Risk,0.082
F04085,Dormant / At-Risk,0.082
F01483,Dormant / At-Risk,0.082
F01462,Casual Followers,0.082
F03939,Digital Browsers,0.082
F04331,Dormant / At-Risk,0.082
F01531,Digital Browsers,0.082
F04307,Digital Browsers,0.082
F05070,Dormant / At-Risk,0.082
F05129,Dormant / At-Risk,0.082
F00549,Dormant / At-Risk,0.082
F03936,Digital Browsers,0.082
F05137,Dormant / At-Risk,0.082
F00215,Dormant / At-Risk,0.082
F05494,Digital Browsers,0.082
F05498,Dormant / At-Risk,0.082
F05487,Digital Browsers,0.082
F04971,Dormant / At-Risk,0.082
F02863,Dormant / At-Risk,0.082
F03659,Digital Browsers,0.082
F02336,Dormant / At-Risk,0.082
F02362,Dormant / At-Risk,0.082
F02337,Dormant / At-Risk,0.082
F02901,Dormant / At-Risk,0.082
F02898,Dormant / At-Risk,0.082
F04362,Dormant / At-Risk,0.082
F00880,Digital Browsers,0.082
F00592,Dormant / At-Risk,0.082
F03859,Dormant / At-Risk,0.082
F04919,Digital Browsers,0.082
F04922,Digital Browsers,0.082
F04122,Digital Browsers,0.082
F04169,Dormant / At-Risk,0.082
F05678,Digital Browsers,0.082
F00609,Digital Browsers,0.082
F02918,Digital Browsers,0.082
F00204,Dormant / At-Risk,0.082
F00159,Digital Browsers,0.082
F03687,Dormant / At-Risk,0.082
F05076,Digital Browsers,0.082
F03359,Dormant / At-Risk,0.082
F01601,Digital Browsers,0.082
F01581,Digital Browsers,0.082
F04664,Dormant / At-Risk,0.082
F01972,Digital Browsers,0.082
F05351,Digital Browsers,0.082
F05344,Digital Browsers,0.082
F01870,Digital Browsers,0.082
F04680,Digital Browsers,0.082
F04402,Dormant / At-Risk,0.082
F00868,Digital Browsers,0.082
F00948,Dormant / At-Risk,0.082
F03633,Digital Browsers,0.082
F02381,Dormant / At-Risk,0.082
F02878,Dormant / At-Risk,0.082
F03745,Digital Browsers,0.082
F03682,Digital Browsers,0.082
F00918,Digital Browsers,0.082
F00915,Dormant / At-Risk,0.082
F00967,Dormant / At-Risk,0.082
F00892,Dormant / At-Risk,0.082
F00879,Casual Followers,0.082
F03389,Dormant / At-Risk,0.082
F01435,Dormant / At-Risk,0.082
F03336,Dormant / At-Risk,0.082
F03339,Dormant / At-Risk,0.082
F04595,Digital Browsers,0.082
F05288,Dormant / At-Risk,0.082
F01665,Digital Browsers,0.082
F01657,Dormant / At-Risk,0.082
F01651,Dormant / At-Risk,0.082
F05743,Dormant / At-Risk,0.082
F00519,Casual Followers,0.082
F03964,Dormant / At-Risk,0.082
F00457,Digital Browsers,0.082
F00451,Dormant / At-Risk,0.082
F03971,Dormant / At-Risk,0.082
F01806,Dormant / At-Risk,0.082
F04061,Dormant / At-Risk,0.082
F04023,Digital Browsers,0.082
F03138,Dormant / At-Risk,0.082
F03130,Dormant / At-Risk,0.082
F05740,Dormant / At-Risk,0.082
F01638,Digital Browsers,0.082
F05229,Dormant / At-Risk,0.082
F03285,Dormant / At-Risk,0.082
F01732,Dormant / At-Risk,0.082
F03863,Dormant / At-Risk,0.082
F03867,Dormant / At-Risk,0.082
F05586,Dormant / At-Risk,0.082
F00859,Dormant / At-Risk,0.082
F03840,Dormant / At-Risk,0.082
F00634,Dormant / At-Risk,0.082
F00620,Casual Followers,0.082
F00625,Dormant / At-Risk,0.082
F02512,Digital Browsers,0.082
F02476,Digital Browsers,0.082
F02769,Digital Browsers,0.082
F02528,Digital Browsers,0.082
F03738,Dormant / At-Risk,0.082
F04410,Dormant / At-Risk,0.082
F04411,Digital Browsers,0.082
F01632,Digital Browsers,0.082
F05993,Dormant / At-Risk,0.082
F04210,Dormant / At-Risk,0.082
F00097,Digital Browsers,0.082
F05971,Digital Browsers,0.082
F05980,Digital Browsers,0.082
F05659,Digital Browsers,0.082
F05923,Dormant / At-Risk,0.082
F05912,Digital Browsers,0.082
F04235,Digital Browsers,0.082
F04218,Digital Browsers,0.082
F00015,Casual Followers,0.082
F04813,Digital Browsers,0.082
F00073,Dormant / At-Risk,0.082
F00063,Dormant / At-Risk,0.082
F04194,Digital Browsers,0.082
F04184,Digital Browsers,0.082
F05774,Dormant / At-Risk,0.082
F04275,Digital Browsers,0.082
F04822,Dormant / At-Risk,0.082
F00699,Dormant / At-Risk,0.082
F02679,Dormant / At-Risk,0.082
F00022,Dormant / At-Risk,0.082
F04370,Digital Browsers,0.082
F03802,Dormant / At-Risk,0.081
F00110,Dormant / At-Risk,0.081
F04204,Digital Browsers,0.081
F02683,Dormant / At-Risk,0.081
F04250,Digital Browsers,0.081
F03622,Dormant / At-Risk,0.081
F03624,Dormant / At-Risk,0.081
F03627,Dormant / At-Risk,0.081
F03614,Digital Browsers,0.081
F04082,Digital Browsers,0.081
F05888,Dormant / At-Risk,0.081
F05889,Dormant / At-Risk,0.081
F02361,Dormant / At-Risk,0.081
F01215,Dormant / At-Risk,0.081
F01204,Digital Browsers,0.081
F05421,Dormant / At-Risk,0.081
F05872,Digital Browsers,0.081
F05864,Dormant / At-Risk,0.081
F03592,Dormant / At-Risk,0.081
F05500,Dormant / At-Risk,0.081
F03559,Digital Browsers,0.081
F03542,Digital Browsers,0.081
F04511,Dormant / At-Risk,0.081
F01247,Dormant / At-Risk,0.081
F05268,Digital Browsers,0.081
F05238,Digital Browsers,0.081
F03295,Digital Browsers,0.081
F00372,Digital Browsers,0.081
F03961,Digital Browsers,0.081
F00459,Digital Browsers,0.081
F01611,Dormant / At-Risk,0.081
F05789,Dormant / At-Risk,0.081
F05784,Dormant / At-Risk,0.081
F00384,Dormant / At-Risk,0.081
F04010,Dormant / At-Risk,0.081
F05224,Dormant / At-Risk,0.081
F01830,Digital Browsers,0.081
F04281,Dormant / At-Risk,0.081
F00400,Digital Browsers,0.081
F05798,Digital Browsers,0.081
F01852,Dormant / At-Risk,0.081
F03159,Digital Browsers,0.081
F03206,Dormant / At-Risk,0.081
F03984,Digital Browsers,0.081
F03986,Dormant / At-Risk,0.081
F02427,Dormant / At-Risk,0.081
F02799,Dormant / At-Risk,0.081
F02853,Digital Browsers,0.081
F02855,Dormant / At-Risk,0.081
F04415,Dormant / At-Risk,0.081
F04894,Dormant / At-Risk,0.081
F03117,Digital Browsers,0.081
F01901,Dormant / At-Risk,0.081
F00310,Dormant / At-Risk,0.081
F00312,Dormant / At-Risk,0.081
F00441,Dormant / At-Risk,0.081
F05812,Casual Followers,0.081
F04016,Dormant / At-Risk,0.081
F04029,Dormant / At-Risk,0.081
F04035,Digital Browsers,0.081
F04021,Digital Browsers,0.081
F04024,Dormant / At-Risk,0.081
F03299,Dormant / At-Risk,0.081
F05197,Digital Browsers,0.081
F01762,Digital Browsers,0.081
F03215,Digital Browsers,0.081
F05235,Dormant / At-Risk,0.081
F01180,Digital Browsers,0.081
F05482,Digital Browsers,0.081
F05461,Digital Browsers,0.081
F05465,Dormant / At-Risk,0.081
F04503,Digital Browsers,0.081
F05422,Dormant / At-Risk,0.081
F05425,Digital Browsers,0.081
F05532,Dormant / At-Risk,0.081
F05537,Dormant / At-Risk,0.081
F03609,Digital Browsers,0.081
F03597,Dormant / At-Risk,0.081
F04748,Casual Followers,0.081
F02411,Dormant / At-Risk,0.081
F02383,Casual Followers,0.081
F01073,Dormant / At-Risk,0.081
F02317,Digital Browsers,0.081
F02341,Dormant / At-Risk,0.081
F02350,Dormant / At-Risk,0.081
F02314,Digital Browsers,0.081
F01123,Dormant / At-Risk,0.081
F05142,Digital Browsers,0.081
F03109,Dormant / At-Risk,0.081
F01583,Digital Browsers,0.081
F03371,Digital Browsers,0.081
F04678,Dormant / At-Risk,0.081
F04679,Digital Browsers,0.081
F01898,Dormant / At-Risk,0.081
F01930,Digital Browsers,0.081
F01969,Dormant / At-Risk,0.081
F02005,Digital Browsers,0.081
F05158,Dormant / At-Risk,0.081
F02564,Dormant / At-Risk,0.081
F02488,Digital Browsers,0.081
F03834,Dormant / At-Risk,0.081
F03825,Digital Browsers,0.081
F03839,Digital Browsers,0.081
F01921,Dormant / At-Risk,0.081
F02847,Digital Browsers,0.081
F04891,Digital Browsers,0.081
F03873,Dormant / At-Risk,0.081
F00713,Casual Followers,0.081
F03830,Digital Browsers,0.081
F00881,Dormant / At-Risk,0.081
F01421,Dormant / At-Risk,0.081
F01961,Digital Browsers,0.081
F03326,Dormant / At-Risk,0.081
F01579,Digital Browsers,0.081
F03920,Dormant / At-Risk,0.081
F04302,Digital Browsers,0.081
F03342,Casual Followers,0.081
F01477,Dormant / At-Risk,0.081
F01455,Digital Browsers,0.081
F01517,Dormant / At-Risk,0.081
F04602,Dormant / At-Risk,0.081
F05312,Digital Browsers,0.081
F05303,Digital Browsers,0.081
F01560,Dormant / At-Risk,0.081
F05319,Dormant / At-Risk,0.081
